Class,20,60,Blue,SuMeeting/11:05/14:15/COA,MMeeting/09:05/12:55/COAS,TMeeting/11:05/12:55/COE,WClass/09:35/11:55/COAS,ThMeeting/13:05/08:50/COB,FMeeting/12:35/10:15/COAS,SaClass/10:35/09:55/COAS
Meeting,25,55,Yellow,SuMeeting/08:00/14:15/COA,MMeeting/14:05/12:55/COE,TClub/13:05/12:55/COA,WMeeting/12:35/14:15/COA,ThClub/08:35/10:15/COB,FMeeting/14:05/11:55/COAS,SaMeeting/09:05/08:50/COE
Class,50,45,Yellow,SuClub/12:35/10:15/SU,MClub/14:05/13:55/SU,TClass/12:35/08:50/COAS,WClub/10:05/08:50/COE,ThMeeting/12:05/09:55/COB,FClass/13:05/13:55/COAS,SaClass/12:35/11:55/COB
Club,45,50,Green,SuMeeting/11:35/10:55/COA,MClass/11:35/09:55/COAS,TMeeting/12:35/12:55/COB,WClass/08:00/10:55/COE,ThMeeting/10:35/9:15/SU,FMeeting/13:05/09:55/COE,SaClub/09:05/13:15/COAS
Meeting,50,50,Green,SuClass/08:00/14:15/COE,MClass/13:05/12:15/COE,TClub/11:35/10:55/COB,WClass/12:05/9:15/COAS,ThMeeting/09:05/11:55/SU,FClass/11:35/12:15/COB,SaMeeting/08:35/14:55/COA
Class,10,55,Yellow,SuMeeting/08:35/10:15/COA,MClub/09:05/14:55/COA,TClub/08:00/14:15/COE,WClass/11:05/14:55/COB,ThClass/14:05/10:55/COA,FClass/14:05/14:55/COE,SaClass/12:05/11:15/COAS
Club,30,30,Green,SuClub/10:35/14:55/SU,MClub/13:35/12:15/COB,TClass/10:05/14:15/SU,WMeeting/14:05/11:55/COAS,ThClass/13:35/09:55/COB,FClass/13:35/13:55/COE,SaClub/12:35/11:15/COA
Meeting,30,55,Blue,SuMeeting/10:05/09:55/COAS,MMeeting/13:35/10:55/COA,TClub/12:05/09:55/COAS,WClub/10:05/11:55/COB,ThClass/13:35/09:55/COE,FClass/08:00/14:15/SU,SaMeeting/14:05/14:55/COB
Meeting,45,15,Blue,SuClub/12:35/13:55/SU,MMeeting/12:35/11:55/COB,TClub/12:05/11:55/SU,WClass/11:05/11:55/COAS,ThClub/14:05/09:55/COE,FClass/11:35/14:15/COA,SaMeeting/08:00/13:55/SU
Class,15,55,Blue,SuClub/09:35/11:55/COE,MMeeting/09:35/14:55/SU,TClub/10:05/11:15/COAS,WClub/12:35/10:55/COB,ThClass/08:00/10:15/COB,FClub/08:00/10:15/COE,SaClass/11:35/9:15/SU
Club,10,10,Blue,SuClass/10:35/13:55/COA,MMeeting/13:35/12:55/COA,TClub/11:05/10:15/COE,WClub/08:00/10:15/COA,ThClass/08:00/12:15/SU,FClub/11:35/12:15/COAS,SaClub/13:05/10:55/COE
Club,45,50,Yellow,SuClass/10:05/09:55/COE,MClass/14:05/14:15/COE,TMeeting/09:05/09:55/COB,WMeeting/11:35/12:15/COAS,ThClass/10:35/13:15/COA,FClub/11:05/12:55/COAS,SaClub/11:05/10:55/COB
Club,30,45,Green,SuMeeting/09:35/09:55/COE,MClub/09:35/9:15/SU,TClub/10:35/08:50/COE,WClass/12:35/14:15/COA,ThMeeting/14:05/10:15/SU,FMeeting/08:35/10:15/COE,SaClub/13:35/08:50/COB
Club,45,10,Green,SuClass/09:05/14:15/SU,MClass/13:35/11:15/COB,TClass/09:35/13:15/COB,WMeeting/10:05/10:55/SU,ThClass/11:05/08:50/SU,FMeeting/09:35/11:55/COA,SaClub/14:05/10:15/COB
Club,60,25,Yellow,SuClub/09:05/10:15/COE,MMeeting/08:00/11:15/SU,TMeeting/08:35/10:15/COA,WClass/10:35/12:15/COE,ThMeeting/09:05/09:55/COAS,FMeeting/12:35/13:55/COB,SaClub/12:35/10:55/SU
Class,25,45,Green,SuClub/08:35/13:55/COAS,MMeeting/11:35/10:55/SU,TClub/13:05/13:55/COAS,WClass/12:35/12:15/COB,ThClub/08:35/12:55/SU,FClass/09:35/08:50/SU,SaClass/14:05/12:15/COE
Meeting,20,60,Blue,SuClass/08:35/14:15/COB,MClub/10:35/13:15/COA,TMeeting/13:35/11:55/COAS,WClass/14:05/09:55/COB,ThMeeting/10:35/09:55/COB,FClass/08:00/10:15/SU,SaMeeting/08:35/9:15/COAS
Club,55,30,Green,SuClass/11:05/09:55/COA,MClub/14:05/08:50/COAS,TClass/12:05/08:50/COAS,WClass/08:00/14:55/COB,ThClub/08:00/14:55/COAS,FClass/10:35/08:50/COB,SaClub/12:05/9:15/COAS
Meeting,30,60,Blue,SuClass/13:05/11:55/COA,MClass/11:35/09:55/COAS,TClass/12:05/09:55/COAS,WClass/08:35/14:55/COA,ThClub/12:35/11:15/COA,FMeeting/14:05/11:55/COE,SaMeeting/08:35/11:15/SU
Meeting,55,25,Yellow,SuClass/08:35/08:50/COAS,MClass/11:05/13:55/COB,TMeeting/12:05/14:15/SU,WMeeting/08:35/10:55/SU,ThClub/13:35/11:55/COE,FMeeting/13:35/11:55/COA,SaMeeting/09:05/10:15/COB
Class,20,20,Yellow,SuClass/08:00/12:15/COE,MClass/12:05/13:55/SU,TMeeting/12:05/10:55/COB,WClass/08:00/09:55/COE,ThClub/08:35/12:15/COB,FMeeting/10:05/14:15/COA,SaClass/09:05/08:50/COAS
Meeting,25,60,Blue,SuMeeting/08:35/13:55/SU,MClub/08:00/10:15/COE,TClub/09:35/14:15/COE,WClass/10:05/10:15/COB,ThMeeting/13:05/09:55/COE,FClass/09:35/13:55/COB,SaMeeting/11:05/14:15/SU
Meeting,15,45,Green,SuMeeting/14:05/14:55/COAS,MMeeting/08:35/13:15/COE,TClub/09:35/10:15/COB,WClass/11:05/14:55/SU,ThClass/09:35/14:55/COB,FClass/09:05/13:55/SU,SaMeeting/13:35/9:15/COE
Club,60,55,Blue,SuMeeting/08:00/13:55/COE,MMeeting/11:35/10:55/COE,TClub/13:35/13:55/COB,WClass/09:05/9:15/COE,ThClass/08:35/13:15/COE,FClass/11:05/13:15/COB,SaClub/11:35/13:15/COB
Club,25,20,Blue,SuClub/10:35/12:15/COB,MMeeting/10:05/09:55/SU,TClass/14:05/14:15/COB,WMeeting/12:35/12:15/COAS,ThMeeting/08:00/08:50/COAS,FClass/13:05/08:50/COB,SaClub/12:05/13:15/COAS
Meeting,20,10,Blue,SuClub/12:35/9:15/SU,MMeeting/12:05/13:55/COAS,TClass/11:35/9:15/SU,WMeeting/11:35/9:15/SU,ThClass/11:05/9:15/COE,FClub/11:35/12:15/COAS,SaMeeting/11:05/12:15/SU
Class,45,45,Yellow,SuMeeting/13:05/14:15/SU,MClass/13:35/09:55/SU,TClub/08:35/10:15/COA,WClass/09:35/14:55/COA,ThClass/08:00/9:15/COAS,FMeeting/12:05/08:50/COAS,SaClass/13:05/12:15/SU
Meeting,20,50,Yellow,SuClass/08:00/14:55/SU,MClass/09:05/12:15/COA,TClass/10:05/14:15/SU,WClass/11:05/08:50/COE,ThMeeting/14:05/13:55/SU,FClass/13:35/12:15/COB,SaMeeting/12:05/12:55/COE
Class,60,10,Green,SuMeeting/09:35/14:15/COB,MClass/13:35/09:55/COA,TClub/11:35/13:55/COB,WClub/11:35/13:55/COE,ThClub/09:05/12:15/SU,FMeeting/13:05/14:55/COE,SaClass/13:05/11:55/COA
Club,20,60,Green,SuClass/09:05/13:15/COA,MMeeting/12:05/12:55/COA,TMeeting/09:35/13:55/COA,WClub/11:35/14:55/COA,ThMeeting/10:05/09:55/COAS,FMeeting/12:35/13:15/COAS,SaClub/08:35/13:15/COE
